customer_id,customer_name,email,registration_date,customer_type
CUST0380,Maria Aguilar,jamesmorales@example.net,2024-08-25,VIP
CUST0381,Carl Stein,johnsoncaleb@example.net,2024-12-16,PREMIUM
CUST0382,Jessica Ramsey,williamssteven@example.org,2025-08-28,REGULAR
CUST0383,Cody Ramirez,reyesronald@example.com,2024-03-06,PREMIUM
CUST0384,Jason Pierce,mendezchristina@example.net,2023-10-22,PREMIUM
CUST0385,Rebecca Wright,ramirezderrick@example.org,2025-11-10,REGULAR
CUST0386,Richard Cooper,mayokimberly@example.com,2025-12-14,PREMIUM
CUST0387,Alyssa Cochran,paul20@example.com,2024-09-28,REGULAR
CUST0388,Yvonne Dickson,stokesthomas@example.com,2023-12-22,REGULAR
CUST0389,Zachary Robinson,dianeadams@example.net,2025-03-14,VIP
CUST0390,Renee Wolfe,savannah22@example.org,2026-01-23,REGULAR
CUST0391,Kristine Lopez,warnermichael@example.net,2025-08-22,PREMIUM
CUST0392,Daniel Fox,gregory01@example.org,2023-07-21,REGULAR
CUST0393,Tamara Richard,samantha32@example.com,2024-12-03,PREMIUM
CUST0394,Sarah Valencia,johnsonbrenda@example.org,2023-11-09,VIP
CUST0395,Frank Daugherty,janet69@example.org,2025-05-28,VIP
CUST0396,Melissa Mcfarland,lbanks@example.net,2025-01-24,PREMIUM
CUST0397,Michael Anderson,elizabetholsen@example.com,2023-07-22,VIP
CUST0398,Lance Mccall,xrosales@example.net,2026-02-23,PREMIUM
CUST0399,Patrick Young,daniellegarcia@example.com,2024-11-27,REGULAR
CUST0400,Monica Rogers,daisymccarty@example.net,2023-08-06,VIP
CUST0401,Michelle Williams,jason15@example.com,2025-05-30,REGULAR
CUST0402,Heather Bennett,acosta@example.com,2025-08-02,PREMIUM
CUST0403,Fernando Lynn,franciscojones@example.org,2023-11-12,REGULAR
CUST0404,Tom Spence,george62@example.net,2024-12-25,VIP
CUST0405,Steve Moore,bbush@example.net,2023-12-24,REGULAR
CUST0406,Tammy Fernandez,jamie36@example.net,2026-05-11,VIP
CUST0407,Sara Hernandez,kenneth10@example.com,2025-01-30,PREMIUM
CUST0408,Karen Davis,pattersonkelly@example.net,2024-06-05,PREMIUM
CUST0409,Elizabeth Sanders,daniellerowland@example.com,2025-08-17,VIP
CUST0410,James Lopez,christopher86@example.org,2023-09-27,REGULAR
CUST0411,Brittany Horton,scott43@example.com,2023-12-17,PREMIUM
CUST0412,Leah Spencer,barnettlindsey@example.com,2025-03-12,VIP
CUST0413,Cynthia Evans,rsheppard@example.com,2025-03-24,REGULAR
CUST0414,Lisa Martinez,shawrachel@example.net,2025-06-16,VIP
CUST0415,Beth Henderson,stacyjackson@example.org,2026-06-15,REGULAR
CUST0416,Deanna Bartlett,oharris@example.org,2023-11-01,REGULAR
CUST0417,Kelly Stark,hughesray@example.com,2023-08-08,REGULAR
CUST0418,Lauren Hanna,jrodriguez@example.org,2023-12-22,VIP
CUST0419,Sheryl Humphrey,hartcraig@example.com,2024-09-02,VIP
CUST0420,Christopher Powell,kpena@example.net,2026-03-06,PREMIUM
CUST0421,Patrick Mccall,vwilliams@example.net,2025-02-17,VIP
CUST0422,John Horton,morganlaura@example.com,2023-12-19,PREMIUM
CUST0423,Erica Daniel,dennismccann@example.com,2026-02-13,VIP
CUST0424,Olivia Camacho,lopezjason@example.com,2023-10-15,PREMIUM
CUST0425,Samuel Suarez,cameronmckinney@example.com,2023-09-02,REGULAR
CUST0426,Jesus Hull,jameswhitaker@example.org,2026-07-18,VIP
CUST0427,Thomas Maldonado,joshuacolon@example.net,2024-07-29,PREMIUM
CUST0428,Hannah Martin,tracy72@example.com,2024-08-24,REGULAR
CUST0429,Penny Lewis,mitchellpaul@example.org,2024-06-27,VIP
CUST0430,Sharon Coffey,ericaadams@example.com,2026-06-13,REGULAR
CUST0431,Alejandra King,wellsdavid@example.org,2024-11-05,VIP
CUST0432,John Byrd,rodney65@example.com,2026-03-14,VIP
CUST0433,Dr. Sara Hoffman DDS,asilva@example.net,2024-10-01,REGULAR
CUST0434,Margaret Hensley MD,gabrielle71@example.com,2026-04-27,VIP
CUST0435,Rebekah Greene,jacob83@example.org,2026-05-11,PREMIUM
CUST0436,Jason Price,erin07@example.com,2023-09-12,VIP
CUST0437,Rachel Knox,matthewreeves@example.net,2026-05-28,PREMIUM
CUST0438,John Figueroa,william28@example.org,2025-12-04,PREMIUM
CUST0439,Henry Garner,staceylam@example.net,2024-11-08,PREMIUM
CUST0440,Edward York,vfrench@example.com,2025-07-19,REGULAR
CUST0441,Steve Mason,delacruzbrandy@example.net,2026-06-11,PREMIUM
CUST0442,Brittany Gay,amoreno@example.org,2025-01-02,PREMIUM
CUST0443,Mike Maxwell,dbenitez@example.org,2025-08-15,PREMIUM
CUST0444,Jesse Clark,crystal25@example.net,2024-04-06,VIP
CUST0445,Jeffrey Jordan,tracygallagher@example.org,2025-05-16,REGULAR
CUST0446,Jake Smith,creyes@example.net,2024-12-01,PREMIUM
CUST0447,Michael Cooper,andrewsmith@example.net,2024-02-05,PREMIUM
CUST0448,Angel Fry,reyesbrianna@example.org,2025-06-27,REGULAR
CUST0449,Colin Vaughan,ryan25@example.com,2025-04-06,VIP
CUST0450,Alex Wagner,perezjessica@example.org,2024-01-27,REGULAR
CUST0451,Joseph Williams,jennifer06@example.net,2023-10-02,PREMIUM
CUST0452,Jeremy Martinez,valdezandrew@example.net,2024-08-15,PREMIUM
CUST0453,Alexandra Fisher,nmiles@example.net,2023-12-23,REGULAR
CUST0454,Lisa Campbell,cindy26@example.org,2024-01-01,VIP
CUST0455,Valerie Howard,mgonzalez@example.com,2025-04-16,PREMIUM
CUST0456,Karen Young,ethan87@example.org,2023-08-08,VIP
CUST0457,Travis Chan Jr.,meadowsmary@example.net,2023-12-24,REGULAR
CUST0458,Brett Thompson,dawn74@example.com,2023-09-19,VIP
CUST0459,Samuel Zamora,michael56@example.net,2023-08-04,VIP
CUST0460,Tina Adams,elizabethjackson@example.com,2023-12-11,VIP
CUST0461,Jesus Houston,lisa21example.com,2026-06-25,REGULAR
CUST0462,Michael Brown,pmarsh@example.org,2024-03-23,REGULAR
CUST0463,Catherine James,perrybrittany@example.net,2025-01-27,REGULAR
CUST0464,Bianca Knapp,huffmannichole@example.net,2024-01-11,REGULAR
CUST0465,Alexandria Oneill,ealexander@example.com,2025-10-12,VIP
CUST0466,Melissa Montgomery,tiffanysantiago@example.com,2025-05-22,VIP
CUST0467,Ryan Grant,timothyalvarado@example.net,2026-02-26,PREMIUM
CUST0468,Sarah Booth,smithsarah@example.net,2023-11-13,REGULAR
CUST0469,Daniel Schneider,vflores@example.com,2025-04-06,REGULAR
CUST0470,Scott West,christianwallace@example.net,2024-01-20,VIP
CUST0471,Andrew Dunn,bmcgee@example.org,2023-12-08,REGULAR
CUST0472,Tiffany Cox,pamela83@example.net,2023-10-12,PREMIUM
CUST0473,Michelle Cox,meganrivera@example.net,2025-06-21,PREMIUM
CUST0474,Ronald Brandt,davisdonna@example.org,2024-10-15,VIP
CUST0475,Mitchell Griffith,jacqueline02@example.com,2024-01-02,REGULAR
CUST0476,Roger Lee,cheryl31@example.com,2024-12-25,PREMIUM
CUST0477,Leah Barton,shermanbrandon@example.net,2025-06-18,VIP
CUST0478,April Fitzgerald,gbarrett@example.org,2025-11-25,PREMIUM
CUST0479,Susan Holt,eroberson@example.net,2024-04-14,PREMIUM
CUST0480,Kathy Cruz,dalesandoval@example.net,2026-02-20,PREMIUM
CUST0481,Casey Gutierrez,joshuastuart@example.com,2026-07-11,VIP
CUST0482,Kristen Robinson,megan85@example.net,2024-06-09,PREMIUM
CUST0483,Mallory Page,glenda22@example.net,2025-01-17,VIP
CUST0484,Paul Skinner,qaguilar@example.net,2024-10-06,PREMIUM
CUST0485,Charles Santiago,hstokes@example.org,2024-05-25,PREMIUM
CUST0486,Ryan Vaughn,karen24@example.net,2024-10-20,VIP
CUST0487,Sean Stevenson,karenjohnson@example.com,2024-07-02,PREMIUM
CUST0488,Matthew House,yyoung@example.net,2025-03-13,VIP
CUST0489,Amy Manning,rfrye@example.com,2024-05-30,VIP
CUST0490,Holly Chapman,ogreer@example.net,2026-02-11,PREMIUM
CUST0491,William Jones,kimberlybrandt@example.com,2024-04-14,REGULAR
CUST0492,Christopher Singleton,bennettroy@example.net,2023-07-28,VIP
CUST0493,Linda Ayala,steven20@example.org,2026-03-17,REGULAR
CUST0494,Michael Fox,tracy98@example.com,2024-04-30,PREMIUM
CUST0495,Anna Walker,hartmanerik@example.net,2024-06-15,PREMIUM
CUST0496,Yesenia Colon,mark43example.net,2026-04-23,VIP
CUST0497,Lisa Oliver,wilsonmichael@example.org,2023-09-19,REGULAR
CUST0498,Diane Pruitt,patrick16@example.com,2025-02-21,PREMIUM
CUST0499,Jose Vaughan,stucker@example.net,2024-04-05,VIP
CUST0500,Sharon Coleman,simsjason@example.net,2023-12-28,REGULAR
